Name,NationalDex,PrimaryType,SecondaryType,HasSecondaryType,Generation,IsLegendary,Form,AltFormFlag,EvolutionStage,NumOfEvolutions,ColorID,CatchRate,Height_in,Weight_lbs,BaseStatToal,Health,Attack,Defense,SpAttack,SpDefense,Speed
iron-bundle,991,ice,water,TRUE,generation-ix,1,Base,FALSE,1,1,red,50,24,24,570,56,80,114,124,60,136
iron-hands,992,fighting,electric,TRUE,generation-ix,1,Base,FALSE,1,1,gray,50,71,839,570,154,140,108,50,68,50
iron-jugulis,993,dark,flying,TRUE,generation-ix,1,Base,FALSE,1,1,blue,30,51,245,570,94,80,86,122,80,108
iron-moth,994,fire,poison,TRUE,generation-ix,1,Base,FALSE,1,1,yellow,30,47,79,570,80,70,60,140,110,110
iron-thorns,995,rock,electric,TRUE,generation-ix,1,Base,FALSE,1,1,green,30,63,668,570,100,134,110,70,84,72
frigibax,996,dragon,ice,TRUE,generation-ix,0,Base,FALSE,1,3,gray,45,20,37,320,65,75,45,35,45,55
arctibax,997,dragon,ice,TRUE,generation-ix,0,Base,FALSE,2,3,gray,25,31,66,423,90,95,66,45,65,62
baxcalibur,998,dragon,ice,TRUE,generation-ix,0,Base,FALSE,3,3,gray,10,83,463,600,115,145,92,75,86,87
gimmighoul,999,ghost,,FALSE,generation-ix,0,Base,FALSE,1,2,brown,45,12,11,300,45,30,70,75,70,10
gholdengo,1000,steel,ghost,TRUE,generation-ix,0,Base,FALSE,2,2,yellow,45,47,66,550,87,60,95,133,91,84
wo-chien,1001,dark,grass,TRUE,generation-ix,1,Base,FALSE,1,1,brown,6,59,164,570,85,85,100,95,135,70
chien-pao,1002,dark,ice,TRUE,generation-ix,1,Base,FALSE,1,1,white,6,75,336,570,80,120,80,90,65,135
ting-lu,1003,dark,ground,TRUE,generation-ix,1,Base,FALSE,1,1,brown,6,106,1543,570,155,110,125,55,80,45
chi-yu,1004,dark,fire,TRUE,generation-ix,1,Base,FALSE,1,1,red,6,16,11,570,55,80,80,135,120,100
roaring-moon,1005,dragon,dark,TRUE,generation-ix,1,Base,FALSE,1,1,green,10,79,838,590,105,139,71,55,101,119
iron-valiant,1006,fairy,fighting,TRUE,generation-ix,1,Base,FALSE,1,1,white,10,55,77,590,74,130,90,120,60,116
koraidon,1007,fighting,dragon,TRUE,generation-ix,1,Base,FALSE,1,1,red,3,98,668,670,100,135,115,85,100,135
miraidon,1008,electric,dragon,TRUE,generation-ix,1,Base,FALSE,1,1,blue,3,138,529,670,100,85,100,135,115,135
walking-wake,1009,water,dragon,TRUE,generation-ix,1,Base,FALSE,1,1,blue,5,138,617,590,99,83,91,125,83,109
iron-leaves,1010,grass,psychic,TRUE,generation-ix,1,Base,FALSE,1,1,green,5,59,276,590,90,130,88,70,108,104
dipplin,1011,grass,dragon,TRUE,generation-ix,0,Base,FALSE,2,3,green,45,16,21,485,80,80,110,95,80,40
poltchageist,1012,grass,ghost,TRUE,generation-ix,0,Base,FALSE,1,2,green,120,4,2,308,40,45,45,74,54,50
sinistcha,1013,grass,ghost,TRUE,generation-ix,0,Base,FALSE,2,2,green,60,8,5,508,71,60,106,121,80,70
okidogi,1014,poison,fighting,TRUE,generation-ix,1,Base,FALSE,1,1,black,3,71,203,555,88,128,115,58,86,80
munkidori,1015,poison,psychic,TRUE,generation-ix,1,Base,FALSE,1,1,black,3,39,27,555,88,75,66,130,90,106
fezandipiti,1016,poison,fairy,TRUE,generation-ix,1,Base,FALSE,1,1,black,3,55,66,555,88,91,82,70,125,99
ogerpon,1017,grass,,FALSE,generation-ix,1,Base,FALSE,1,1,green,5,47,88,550,80,120,84,60,96,110
ogerpon-wellspring-mask,1017,grass,water,TRUE,generation-ix,1,Wellspring-mask,TRUE,1,1,green,5,47,88,550,80,120,84,60,96,110
ogerpon-hearthflame-mask,1017,grass,fire,TRUE,generation-ix,1,Hearthflame-mask,TRUE,1,1,green,5,47,88,550,80,120,84,60,96,110
ogerpon-cornerstone-mask,1017,grass,rock,TRUE,generation-ix,1,Cornerstone-mask,TRUE,1,1,green,5,47,88,550,80,120,84,60,96,110
archaludon,1018,steel,dragon,TRUE,generation-ix,0,Base,FALSE,2,2,white,10,79,132,600,90,105,130,125,65,85
hydrapple,1019,grass,dragon,TRUE,generation-ix,0,Base,FALSE,3,3,green,10,71,205,540,106,80,110,120,80,44
gouging-fire,1020,fire,dragon,TRUE,generation-ix,0,Base,FALSE,1,1,brown,10,138,1301,590,105,115,121,65,93,91
raging-bolt,1021,electric,dragon,TRUE,generation-ix,1,Base,FALSE,1,1,yellow,10,205,1058,590,125,73,91,137,89,75
iron-boulder,1022,rock,psychic,TRUE,generation-ix,0,Base,FALSE,1,1,gray,10,59,358,590,90,120,80,68,108,124
iron-crown,1023,steel,psychic,TRUE,generation-ix,1,Base,FALSE,1,1,blue,10,63,344,590,90,72,100,122,108,98
terapagos,1024,normal,,FALSE,generation-ix,1,Base,FALSE,1,1,blue,255,8,14,450,90,65,85,65,85,60
terapagos-terastal,1024,normal,,FALSE,generation-ix,1,Terastal,TRUE,1,1,blue,255,12,35,600,95,95,110,105,110,85
terapagos-stellar,1024,normal,,FALSE,generation-ix,1,Stellar,TRUE,1,1,blue,255,67,170,700,160,105,110,130,110,85
pecharunt,1025,poison,ghost,TRUE,generation-ix,1,Base,FALSE,1,1,purple,3,12,1,600,88,88,160,88,88,88
